jurisdiction,source_type,official_code,activity_name,activity_name_normalized,official_category,official_status,official_risk_rating,official_industry_risk,official_dnfbp,official_third_party,official_when,official_notes,raw_payload,source_row_hash
Meydan,api,8542.03,Dance Instruction And Dance Studios,dance instruction and dance studios,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 4,"{'SN': 1822, 'Category': 'Education', 'Group': 854, 'Code': '8542.03', 'Activity Name': 'Dance Instruction And Dance Studios', 'النشاط': 'تعليم الرقص واستوديوهات الرقص', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 4', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",df80078b77ef620f17110e6a64852ba1f473e1c4bbfc5c4f17fa90599a484240
Meydan,api,8542.04,Drama Schools (Except Academic),drama schools except academic,Education,Active,Low,No,No,,,,"{'SN': 1823, 'Category': 'Education', 'Group': 854, 'Code': '8542.04', 'Activity Name': 'Drama Schools (Except Academic)', 'النشاط': 'مدارس تعليم الفنون المسرحية (ما عدا التعليم الاكاديمي)', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0aa2a7db1632970a7a9b8c1697c8af0e8b722b430e9b43fe4e4d313ff7fd9af0
Meydan,api,8542.05,Fine Arts Schools (Except Academic),fine arts schools except academic,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 4,"{'SN': 1824, 'Category': 'Education', 'Group': 854, 'Code': '8542.05', 'Activity Name': 'Fine Arts Schools (Except Academic)', 'النشاط': 'مدارس الفنون الجميلة (ما عدا التعليم الاكاديمي)', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 4', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",ddab41cfe0548c990f25080cf122b9e61088467dc3b1fa865053a5c6d28dd200
Meydan,api,8542.06,Performing Arts Schools (Except Academic),performing arts schools except academic,Education,Active,Low,No,No,,,,"{'SN': 1825, 'Category': 'Education', 'Group': 854, 'Code': '8542.06', 'Activity Name': 'Performing Arts Schools (Except Academic)', 'النشاط': 'مدارس الفنون التطبيقية (ما عدا التعليم الاكاديمي)', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",864b4162d7da4e14b09625334611db2b4dc76e9ec2ad255698b87402f660f699
Meydan,api,8542.07,Photography Schools (Except Commercial),photography schools except commercial,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 7,"{'SN': 1826, 'Category': 'Education', 'Group': 854, 'Code': '8542.07', 'Activity Name': 'Photography Schools (Except Commercial)', 'النشاط': 'مدارس التصوير (ما عدا التعليم الاكاديمي)', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 7', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",551d15db4a8246bc77c2f75ffd129e01b7f4c1d3e32bdaf862ac9605e47881ca
Meydan,api,8542.99,Fine Arts Training,fine arts training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 4,"{'SN': 1827, 'Category': 'Education', 'Group': 854, 'Code': '8542.99', 'Activity Name': 'Fine Arts Training', 'النشاط': 'التدريب في مجال الفنون الجميلة', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 4', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",1385ba596f6ca7aafc3ea8f0cae9c8e563feb0ab20308d9f3bfc81073ec32e0d
Meydan,api,8549.00,Other Education N.E.C.,other education n e c,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 6,"{'SN': 1828, 'Category': 'Education', 'Group': 854, 'Code': '8549.00', 'Activity Name': 'Other Education N.E.C.', 'النشاط': 'تعليم اخر:', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 6', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",7cab2c2629baf4a45425d9c49f0d0a6359582910706fd63384ceab64b29f0740
Meydan,api,8549.01,Education That Is Not Definable By Level,education that is not definable by level,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 6,"{'SN': 1829, 'Category': 'Education', 'Group': 854, 'Code': '8549.01', 'Activity Name': 'Education That Is Not Definable By Level', 'النشاط': 'التعليم غير المحّدد بمستويات', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 6', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",966d34b4b76c1ab7cc0405d8961916453e64351c0dcb21ec139cf83ddd8c46fb
Meydan,api,8549.02,Academic Tutoring Services,academic tutoring service,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 6,"{'SN': 1830, 'Category': 'Education', 'Group': 854, 'Code': '8549.02', 'Activity Name': 'Academic Tutoring Services', 'النشاط': 'خدمات الدروس الاكاديمية الخاصة', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 6', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",2dd6f3dcc180acbb836c508277777db6775ad60d8b5bf69ae0cbed128ccbfa6a
Meydan,api,8549.03,College Board Preparation,college board preparation,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 5,"{'SN': 1831, 'Category': 'Education', 'Group': 854, 'Code': '8549.03', 'Activity Name': 'College Board Preparation', 'النشاط': 'التحضير لامتحانات الجامعة', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 5', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",f24536c44e38c6e33901580ccde4f448f8c074604d82ebd88b640d85537c6207
Meydan,api,8549.04,Learning Centres Offering Remedial Courses,learning centres offering remedial courses,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 5,"{'SN': 1832, 'Category': 'Education', 'Group': 854, 'Code': '8549.04', 'Activity Name': 'Learning Centres Offering Remedial Courses', 'النشاط': 'مراكز التعليم التي تقدم دورات علاجية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 5', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",d930a0c0671d2f1df9dbde023f963366517a391ebdb7de380e620a23c4ee284d
Meydan,api,8549.05,Professional Examination Review Courses,professional examination review courses,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 5,"{'SN': 1833, 'Category': 'Education', 'Group': 854, 'Code': '8549.05', 'Activity Name': 'Professional Examination Review Courses', 'النشاط': 'دورات استعراض الامتحانات المهنية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 5', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",eb5d4034702d0d31cbdfae2471fb6a6f105625b9652b81fcc1666895ddc0ce6e
Meydan,api,8549.06,Language Instruction And Conversational Skills Instruction,language instruction and conversational skills instruction,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 3,"{'SN': 1834, 'Category': 'Education', 'Group': 854, 'Code': '8549.06', 'Activity Name': 'Language Instruction And Conversational Skills Instruction', 'النشاط': 'تعليم اللغات والمهارات اللغوية والكلامية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 3', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",98026a03322875f137263bd8e5968804a1a6b4222c087b6729aaf13a947311f7
Meydan,api,8549.07,Speed Reading Instruction,speed reading instruction,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 3,"{'SN': 1835, 'Category': 'Education', 'Group': 854, 'Code': '8549.07', 'Activity Name': 'Speed Reading Instruction', 'النشاط': 'تعليم القراءة السريعة', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 3', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",1c5e93b6a088be49c862d6301631a8457b0cf1947adadf05a838fc882e5ff044
Meydan,api,8549.08,Religious Instruction,religious instruction,Education,Active,Low,No,No,General Authority Of Islamic Affairs and Endowments (GAIAE),PRE,,"{'SN': 1836, 'Category': 'Education', 'Group': 854, 'Code': '8549.08', 'Activity Name': 'Religious Instruction', 'النشاط': 'التعليم الديني', 'Third Party': 'General Authority Of Islamic Affairs and Endowments (GAIAE)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '28-Oct-2024'}",d0edbb1a0af2e102cfb46683763f24288d0e20f18c968b49dd924d8842ee4e4f
Meydan,api,8549.09,Automobile Driving School,automobile driving school,Education,Active,Low,,,RTA (Road and Transport Authority),PRE,"The activity cannot be combined with other RTA activities, only with RTA Group B","{'SN': 1837, 'Category': 'Education', 'Group': 854, 'Code': '8549.09', 'Activity Name': 'Automobile Driving School', 'النشاط': 'معهد تعليم قيادة السيارات', 'Third Party': 'RTA (Road and Transport Authority)', 'When': 'PRE\xa0', 'Risk Rating': 'Low', 'Industry Risk': None, 'DNFBP': None, 'Notes': 'The activity cannot be combined with other RTA activities, only with RTA Group B', 'Status': 'Active', 'ESR': None, 'ESR Notes': None, 'Edit Remarks': '13-Nov-2024,02-Feb-2026'}",3b957fa2d9c05f5a9c65315d0a397ea485e5692319fdf218033eb057248557d3
Meydan,api,8549.11,Lifeguard Training,lifeguard training,Education,Active,Low,No,No,DCFAS (Dubai Corporation for Ambulance Services),PRE,,"{'SN': 1838, 'Category': 'Education', 'Group': 854, 'Code': '8549.11', 'Activity Name': 'Lifeguard Training', 'النشاط': 'تدريب عمال الانقاذ', 'Third Party': 'DCFAS (Dubai Corporation\xa0for\xa0Ambulance Services)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4286ddafec8c4715e130d4bd6a5673308384da25f9495b1e024fcea3ec122655
Meydan,api,8549.12,Survival Training,survival training,Education,Active,Low,No,No,DCFAS (Dubai Corporation for Ambulance Services),PRE,,"{'SN': 1839, 'Category': 'Education', 'Group': 854, 'Code': '8549.12', 'Activity Name': 'Survival Training', 'النشاط': 'التدريب على انقاذ الحياة', 'Third Party': 'DCFAS (Dubai Corporation\xa0for\xa0Ambulance Services)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",74e6672a6fd61b68151933674a122a8a4be503e3ab9092a01e5b23acd1fbf6ae
Meydan,api,8549.13,Public Speaking Training,public speaking training,Education,Active,Low,No,No,,,,"{'SN': 1840, 'Category': 'Education', 'Group': 854, 'Code': '8549.13', 'Activity Name': 'Public Speaking Training', 'النشاط': 'التدريب على الخطابة العامة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",6b776992c46f27d4bcf4493ce2d6ddd5fb130d05011fd0a06f74a6cc7e35dc78
Meydan,api,8549.14,Computer Training,computer training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 2,"{'SN': 1841, 'Category': 'Education', 'Group': 854, 'Code': '8549.14', 'Activity Name': 'Computer Training', 'النشاط': 'التدريب على الحاسوب', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 2', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",96a89f4f67e00431b333f76ed5a5a7d0d6a8cfe2b46080280636803221d15993
Meydan,api,8549.77,Boating & Yachting Training Institute,boating and yachting training institute,Education,Active,Low,No,No,DMA (Dubai Maritime Authority),PRE,,"{'SN': 1842, 'Category': 'Education', 'Group': 854, 'Code': '8549.77', 'Activity Name': 'Boating & Yachting Training Institute', 'النشاط': 'معهد تدريب قيادة القوارب واليخوت', 'Third Party': 'DMA (Dubai Maritime Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",f92b2b8b04150b5a67fc363aeb4ca91300dd099b832c732bbd824bc824db21e6
Meydan,api,8549.78,Real Estate Training Institute,real estate training institute,Education,Active,High,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 1,"{'SN': 1843, 'Category': 'Education', 'Group': 854, 'Code': '8549.78', 'Activity Name': 'Real Estate Training Institute', 'النشاط': 'معهد تدريب عقاري', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'High', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 1', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",bc67c0fc995f6f45dc15101da7c5510f2b54b935f086d73cb897f35990f29fc0
Meydan,api,8549.79,Fire Safety Training,fire safety training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 7,"{'SN': 1844, 'Category': 'Education', 'Group': 854, 'Code': '8549.79', 'Activity Name': 'Fire Safety Training', 'النشاط': 'التدريب على الوقاية من الحريق', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 7', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",12693f91808c0dde5077017cf6715ec1706ca1aca64dff6cc41d44e8dc5bc5ca
Meydan,api,8549.80,Aviation Training Institute,aviation training institute,Education,Active,Low,No,No,DCAA (Dubai Civil Aviation Authority),PRE,,"{'SN': 1845, 'Category': 'Education', 'Group': 854, 'Code': '8549.80', 'Activity Name': 'Aviation Training Institute', 'النشاط': 'معهد تدريب في مجال الطيران', 'Third Party': 'DCAA (Dubai Civil Aviation Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",9917b87d169ce70470b81233411128a576524e23d1d13a10e8589e688218e359
Meydan,api,8549.81,Training of Medical staff,training of medical staff,Education,Active,Low,,,Knowledge and Human Development Authority (KHDA) / Dubai Health Authority (DHA),PRE,,"{'SN': 1846, 'Category': 'Education', 'Group': 854, 'Code': '8549.81', 'Activity Name': 'Training of Medical staff', 'النشاط': 'تدريب الكوادر الطبية', 'Third Party': 'Knowledge and Human Development Authority (KHDA) / Dubai Health Authority (DHA)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': None, 'DNFBP': None, 'Notes': None, 'Status': 'Active', 'ESR': None, 'ESR Notes': None, 'Edit Remarks': '31-Jul-2025'}",8ff02a44d5f2da27a0fbd9d02b0f519ad7afa4e109b78955046e5aa3cb7913d4
Meydan,api,8549.82,Aviation Training Services,aviation training service,Education,Active,Low,No,No,DCAA (Dubai Civil Aviation Authority),PRE,,"{'SN': 1847, 'Category': 'Education', 'Group': 854, 'Code': '8549.82', 'Activity Name': 'Aviation Training Services', 'النشاط': 'خدمات التدريب في مجال الطيران', 'Third Party': 'DCAA (Dubai Civil Aviation Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2e7f14a37432367db733ddb8794e8a58179b00cdecb36afbad7bfd27d967065f
Meydan,api,8549.83,Child Skills Development Training,child skills development training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 8,"{'SN': 1848, 'Category': 'Education', 'Group': 854, 'Code': '8549.83', 'Activity Name': 'Child Skills Development Training', 'النشاط': 'التدريب على تطوير مهارات الاطفال', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 8', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",f72a5014e5f1f55a1e803dcc2b577d25b4321cb691fc905698c586bced43d9f0
Meydan,api,8549.84,Traffic Awareness Institute,traffic awareness institute,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 7,"{'SN': 1849, 'Category': 'Education', 'Group': 854, 'Code': '8549.84', 'Activity Name': 'Traffic Awareness Institute', 'النشاط': 'معهد للتوعية المرورية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 7', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",b8a58ad0592801d160620bcd1a3a61af21cf9bdd252f88ac2987514df80a0bbe
Meydan,api,8549.85,Professional & Management Development Training,professional and management development training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 1,"{'SN': 1850, 'Category': 'Education', 'Group': 854, 'Code': '8549.85', 'Activity Name': 'Professional & Management Development Training', 'النشاط': 'التدريب في مجال التطوير المهني الاداري', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 1', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",dea243f580e9c70f70cd07a4b27f32be0290bf745e711df73ad697e4296b2ef6
Meydan,api,8549.86,Cooking & Household Training Services,cooking and household training service,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 7,"{'SN': 1851, 'Category': 'Education', 'Group': 854, 'Code': '8549.86', 'Activity Name': 'Cooking & Household Training Services', 'النشاط': 'خدمات تعليم الطهي والتدبير المنزلي', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 7', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",edf36d44ea9b42f893997e56509242594b121bb669a5c57ffaa0278b3b86d1b3
Meydan,api,8549.87,Tutoring Services,tutoring service,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 6,"{'SN': 1852, 'Category': 'Education', 'Group': 854, 'Code': '8549.87', 'Activity Name': 'Tutoring Services', 'النشاط': 'خدمات دروس التقوية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 6', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",7b50e5c121927955745538b53976e195a25d42857ba7b544bca89e528e85037e
Meydan,api,8549.88,Occupational Safety Training,occupational safety training,Education,Active,Low,No,No,,,,"{'SN': 1853, 'Category': 'Education', 'Group': 854, 'Code': '8549.88', 'Activity Name': 'Occupational Safety Training', 'النشاط': 'التدريب على اجراءات السلامة المهنية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",50807b44b98ceb0d8b51489977cf964a6e97b383697ee4946b590f10b76d303a
Meydan,api,8549.89,Language Training,language training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 3,"{'SN': 1854, 'Category': 'Education', 'Group': 854, 'Code': '8549.89', 'Activity Name': 'Language Training', 'النشاط': 'تعليم اللغات', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 3', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",ee7444e4378f5789f8cf9ee9b184e10ef7a2b437aa9c675f489bdff3a691d9f1
Meydan,api,8549.90,First Aid Training Center,first aid training center,Education,Active,Low,No,No,Dubai Corporation for Ambulance Services (DCFAS) / Dubai Health Authority (DHA),PRE,,"{'SN': 1855, 'Category': 'Education', 'Group': 854, 'Code': '8549.90', 'Activity Name': 'First Aid Training Center', 'النشاط': 'مركز تدريب اسعافات اولية', 'Third Party': 'Dubai Corporation for Ambulance Services (DCFAS) / Dubai Health Authority (DHA)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '25-Oct-2024,12-Jan-2026'}",9af6171f204ba7eb9be7eaf3a25874a9122cfa15b5c63dec2acfa28bf740bacb
Meydan,api,8549.91,Learning Difficulties Center,learning difficulties center,Education,Active,Low,No,No,CDA (Community Development Authority),PRE,,"{'SN': 1856, 'Category': 'Education', 'Group': 854, 'Code': '8549.91', 'Activity Name': 'Learning Difficulties Center', 'النشاط': 'مركز صعوبات التعلم', 'Third Party': 'CDA (Community Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '28-Oct-2024'}",081c66a516c8e4101466a15582e8d33aaadac772494796a0e8e978906aa49a2d
Meydan,api,8549.92,Technical And Occupational Skills Training,technical and occupational skills training,Education,Active,Low,No,No,KHDA (Knowledge and Human Development Authority),PRE,KHDA Code - 7,"{'SN': 1857, 'Category': 'Education', 'Group': 854, 'Code': '8549.92', 'Activity Name': 'Technical And Occupational Skills Training', 'النشاط': 'التدريب على المهارات المهنية التقنية', 'Third Party': 'KHDA (Knowledge and Human Development Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'KHDA Code - 7', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '06-Nov-2024'}",78e5e1d2b174c38023722f7856d9717a04bf9b02ecf09089551452aa1c2dff96
Meydan,api,8549.93,Security Training,security training,Education,Active,Low,No,No,SIRA (Security Industry Regulatory Agency),PRE,,"{'SN': 1858, 'Category': 'Education', 'Group': 854, 'Code': '8549.93', 'Activity Name': 'Security Training', 'النشاط': 'التدريب الامني', 'Third Party': 'SIRA (Security Industry Regulatory Agency)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",3f50b1353d955691223573e7c6534a6527e60619bec1e8e633ea40fd68372f8e
Meydan,api,8549.94,Advanced First Aid Training Center,advanced first aid training center,Education,Active,Low,No,No,Dubai Corporation for Ambulance Services (DCFAS) / Dubai Health Authority (DHA),PRE,,"{'SN': 1859, 'Category': 'Education', 'Group': 854, 'Code': '8549.94', 'Activity Name': 'Advanced First Aid Training Center', 'النشاط': 'مركز تدريب اسعافات متقدمة', 'Third Party': 'Dubai Corporation for Ambulance Services (DCFAS) / Dubai Health Authority (DHA)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '25-Oct-2024,06-Nov-2024,13-Feb-2026'}",d04c918a5fe97525c05b9b14f5fe7e744b0b4803175eb1b128a5585ccfd91c01
Meydan,api,8549.95,Occupational Driving School,occupational driving school,Education,Active,Low,No,No,RTA (Road and Transport Authority),PRE,"The activity cannot be combined with other RTA activities, only with RTA Group B","{'SN': 1860, 'Category': 'Education', 'Group': 854, 'Code': '8549.95', 'Activity Name': 'Occupational Driving School', 'النشاط': 'معهد القيادة المهنية', 'Third Party': 'RTA (Road and Transport Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'The activity cannot be combined with other RTA activities, only with RTA Group B\n', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '02-Feb-2026'}",4633f36a21bee679ef8dae371f72ed08114709cdae95bb29157420f075a3f8d5
Meydan,api,8549.96,Advanced Driving School,advanced driving school,Education,Active,Low,No,No,RTA (Road and Transport Authority),PRE,"The activity cannot be combined with other RTA activities, only with RTA Group B","{'SN': 1861, 'Category': 'Education', 'Group': 854, 'Code': '8549.96', 'Activity Name': 'Advanced Driving School', 'النشاط': 'معهد القيادة المتقدمة', 'Third Party': 'RTA (Road and Transport Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': 'The activity cannot be combined with other RTA activities, only with RTA Group B\n', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '02-Feb-2026'}",280361bcaf656b4d9b3bf9e8e9be7779c59540dda710c8242e671681273603cf
